Hotel_ID,Hotel_Name,Location,Brand,Rating,Number_of_Rooms,Amenities,Price_Per_Night,Customer_Satisfaction_Score,Year_Built,Last_Renovated,Distance_to_Airport,Pet_Friendly,Business_Center_Available,WiFi_Included,Restaurant_Available
422,Hotel 422,Mesa,The Ritz-Carlton,4.2,168,"Restaurant, Pool",389.36,1,2017,1998,21.55,True,False,False,False
423,Hotel 423,Oklahoma City,Marriott Vacation Club,1.4,78,"Gym, Free Parking",141.65,7,1987,1989,35.35,True,True,True,True
424,Hotel 424,Atlanta,Design Hotels,3.0,206,"Spa, Free Breakfast",190.18,10,1987,2007,21.13,False,True,False,False
425,Hotel 425,Las Vegas,Select,1.2,124,"Pool, Gym, Free WiFi",381.18,1,1985,2008,25.73,True,False,True,True
426,Hotel 426,Mesa,Le Méridien,3.2,165,"Spa, Free Breakfast",121.12,2,1993,1994,1.36,True,True,True,False
427,Hotel 427,Chicago,Residence Inn,2.8,81,"Spa, Free Breakfast",294.64,4,2011,2014,34.89,False,False,True,False
428,Hotel 428,Las Vegas,Marriott Executive Apartments,4.6,179,"Business Center, Free WiFi",339.75,4,2014,1985,33.41,False,True,True,False
429,Hotel 429,San Francisco,Design Hotels,2.4,224,"Spa, Free Breakfast",340.86,5,1989,1991,2.88,False,True,False,False
430,Hotel 430,Denver,JW Marriott,1.5,255,"Gym, Free Parking",109.17,2,1982,2017,19.04,False,True,True,True
431,Hotel 431,Long Beach,Le Méridien,1.6,133,"Pool, Gym, Free WiFi",228.84,4,1991,1992,48.97,False,True,True,True
432,Hotel 432,Columbus,AC Hotels,4.0,71,"Restaurant, Pool",354.6,1,2010,2008,21.62,False,True,True,False
433,Hotel 433,Tucson,Courtyard by Marriott,3.5,252,"Business Center, Free WiFi",159.6,2,2008,1998,25.6,True,False,True,True
434,Hotel 434,Fresno,Sheraton,1.4,76,"Pool, Gym, Free WiFi",378.17,1,1984,1982,45.59,False,False,False,False
435,Hotel 435,Sacramento,The Ritz-Carlton,1.3,244,"Gym, Free Parking",398.37,10,2004,1987,36.15,True,True,False,False
436,Hotel 436,Jacksonville,Delta Hotels,3.8,130,"Spa, Free Breakfast",492.79,10,2020,1987,29.52,False,True,False,True
437,Hotel 437,Baltimore,Courtyard by Marriott,1.3,175,"Pool, Gym, Free WiFi",183.94,4,2010,1999,40.09,False,False,True,True
438,Hotel 438,Fresno,Courtyard by Marriott,4.3,285,"Gym, Free Parking",430.05,4,2000,1983,43.35,True,False,False,False
439,Hotel 439,Tucson,Sheraton,3.8,233,"Spa, Free Breakfast",308.12,7,1999,2000,23.39,False,True,False,True
440,Hotel 440,Oklahoma City,JW Marriott,1.3,141,"Pool, Gym, Free WiFi",249.39,10,2018,1982,24.28,False,True,True,False
441,Hotel 441,Columbus,SpringHill Suites,1.3,270,"Gym, Free Parking",148.95,9,2001,1987,19.92,True,False,False,True
442,Hotel 442,Memphis,Tribute Portfolio,4.9,70,"Business Center, Free WiFi",394.2,9,1983,2002,48.37,False,True,True,True
443,Hotel 443,Philadelphia,Element by Westin,2.5,96,"Restaurant, Pool",194.34,5,1992,1995,35.16,True,False,False,True
444,Hotel 444,Tucson,Moxy Hotels,2.5,257,"Business Center, Free WiFi",248.57,10,2021,1992,5.08,False,True,False,True
445,Hotel 445,Nashville,Luxury,4.3,150,"Business Center, Free WiFi",125.02,1,1999,1982,43.29,False,False,False,True
446,Hotel 446,San Jose,Residence Inn,4.8,236,"Spa, Free Breakfast",420.55,1,1992,1988,24.55,True,False,False,False
447,Hotel 447,Fort Worth,St. Regis,4.9,133,"Spa, Free Breakfast",406.64,6,1996,1993,4.37,False,True,True,True
448,Hotel 448,Tucson,Moxy Hotels,4.0,55,"Restaurant, Pool",393.45,2,2015,1992,27.94,True,False,True,True
449,Hotel 449,San Diego,Gaylord Hotels,2.5,196,"Gym, Free Parking",219.78,8,2012,1986,21.44,True,True,False,False
450,Hotel 450,Kansas City,Marriott Hotels,1.3,234,"Gym, Free Parking",169.39,9,1980,1994,44.01,True,True,True,False
451,Hotel 451,Seattle,Tribute Portfolio,4.1,246,"Gym, Free Parking",355.02,4,1994,1986,11.0,False,True,False,False
452,Hotel 452,Washington D.C.,Tribute Portfolio,3.2,180,"Spa, Free Breakfast",298.47,5,1992,2017,41.5,False,True,False,True
453,Hotel 453,Fort Worth,SpringHill Suites,2.7,50,"Business Center, Free WiFi",171.3,8,1996,2013,28.33,True,False,False,True
454,Hotel 454,Washington D.C.,Gaylord Hotels,4.6,107,"Pool, Gym, Free WiFi",374.36,3,2003,2020,3.68,False,True,False,False
455,Hotel 455,Los Angeles,Boutique,1.4,173,"Pool, Gym, Free WiFi",496.45,5,1987,2001,48.62,False,True,False,False
456,Hotel 456,Fort Worth,Sheraton,3.0,215,"Restaurant, Pool",398.89,3,2006,2003,26.12,False,True,False,False
457,Hotel 457,Phoenix,Le Méridien,1.0,64,"Gym, Free Parking",395.99,10,2002,2016,15.25,True,True,True,False
458,Hotel 458,San Jose,Courtyard by Marriott,2.9,211,"Spa, Free Breakfast",480.13,3,1987,1980,24.0,False,False,True,True
459,Hotel 459,Fort Worth,Sheraton,1.2,238,"Gym, Free Parking",181.17,3,1987,1989,43.04,True,True,False,True
460,Hotel 460,Detroit,SpringHill Suites,1.5,212,"Restaurant, Pool",326.22,7,2005,2022,15.94,False,False,True,True
461,Hotel 461,Jacksonville,Moxy Hotels,1.5,113,"Spa, Free Breakfast",491.86,7,1992,1995,10.44,False,False,False,True
462,Hotel 462,Nashville,Gaylord Hotels,3.6,290,"Pool, Gym, Free WiFi",166.12,7,2018,1987,7.32,True,False,True,True
463,Hotel 463,Nashville,Element by Westin,4.0,74,"Restaurant, Pool",380.1,10,2016,2004,15.6,False,True,True,False
464,Hotel 464,Oklahoma City,St. Regis,3.3,73,"Pool, Gym, Free WiFi",334.32,8,2007,1991,39.22,True,True,True,True
465,Hotel 465,San Antonio,Marriott Hotels,4.8,61,"Gym, Free Parking",334.59,5,2004,2004,24.11,False,True,False,False
466,Hotel 466,San Jose,Element by Westin,2.5,67,"Restaurant, Pool",379.07,5,1995,1996,12.15,True,True,True,False
467,Hotel 467,Philadelphia,AC Hotels,2.1,64,"Gym, Free Parking",471.85,4,1981,2005,9.14,False,False,False,False
468,Hotel 468,Tucson,Select,4.5,285,"Restaurant, Pool",413.03,7,1997,1993,17.3,False,False,False,True
469,Hotel 469,Mesa,AC Hotels,1.9,257,"Spa, Free Breakfast",122.45,10,1996,2020,47.06,False,True,False,False
470,Hotel 470,Milwaukee,The Luxury Collection,4.9,76,"Business Center, Free WiFi",441.09,4,2009,2015,17.81,True,True,True,True
471,Hotel 471,Phoenix,Design Hotels,1.0,121,"Business Center, Free WiFi",190.22,2,2018,2002,49.42,True,True,True,False
472,Hotel 472,Baltimore,Premium,4.9,109,"Business Center, Free WiFi",250.77,4,1992,2022,24.78,True,True,True,True
473,Hotel 473,Los Angeles,Residence Inn,1.2,223,"Gym, Free Parking",284.69,8,2011,1985,9.78,False,True,False,False
474,Hotel 474,Jacksonville,Gaylord Hotels,4.6,266,"Business Center, Free WiFi",292.36,9,2008,1984,44.67,True,True,False,True
475,Hotel 475,Columbus,TownePlace Suites,3.1,194,"Gym, Free Parking",274.07,3,2009,2022,23.56,True,True,True,False
476,Hotel 476,Portland,The Ritz-Carlton,5.0,142,"Gym, Free Parking",474.94,7,1997,2004,35.77,True,False,False,False
477,Hotel 477,Portland,Element by Westin,1.3,102,"Business Center, Free WiFi",382.41,9,1992,1997,49.2,True,False,True,False
478,Hotel 478,Indianapolis,Fairfield by Marriott,3.2,57,"Spa, Free Breakfast",352.47,4,2022,1992,3.46,True,False,True,False
479,Hotel 479,Boston,Luxury,4.9,128,"Gym, Free Parking",119.94,10,2000,2022,5.74,True,False,True,True
480,Hotel 480,Indianapolis,Luxury,3.1,76,"Spa, Free Breakfast",461.57,3,2009,1993,36.3,True,True,True,True
481,Hotel 481,Philadelphia,AC Hotels,3.5,223,"Spa, Free Breakfast",463.76,5,2000,2007,14.81,True,True,False,True
482,Hotel 482,Columbus,Marriott Executive Apartments,3.8,99,"Restaurant, Pool",412.09,1,1996,1997,10.03,True,True,True,False
483,Hotel 483,Long Beach,Marriott Hotels,2.8,293,"Business Center, Free WiFi",102.81,3,2019,2007,2.93,True,True,True,False
484,Hotel 484,San Jose,Marriott Executive Apartments,3.5,248,"Restaurant, Pool",122.91,8,1998,2006,2.07,False,True,True,False
485,Hotel 485,Virginia Beach,TownePlace Suites,3.3,180,"Gym, Free Parking",190.09,8,1994,2011,38.95,False,False,True,False
486,Hotel 486,Austin,Gaylord Hotels,4.6,142,"Gym, Free Parking",152.54,4,1988,1988,7.59,True,True,True,False
487,Hotel 487,Austin,Sheraton,1.2,241,"Pool, Gym, Free WiFi",259.53,2,1989,2019,23.92,False,False,True,False
488,Hotel 488,El Paso,Sheraton,2.1,221,"Gym, Free Parking",469.05,8,2010,2011,30.69,False,True,True,True
489,Hotel 489,Sacramento,Design Hotels,4.8,230,"Restaurant, Pool",288.82,8,2002,1999,21.99,True,False,False,True
490,Hotel 490,Denver,SpringHill Suites,4.6,73,"Restaurant, Pool",105.36,10,2009,2007,2.33,True,True,False,True
491,Hotel 491,Milwaukee,The Luxury Collection,2.8,109,"Business Center, Free WiFi",213.1,4,2012,2012,39.39,True,False,False,True
492,Hotel 492,Mesa,Sheraton,3.5,171,"Business Center, Free WiFi",117.84,3,1988,1983,1.52,False,True,False,True
493,Hotel 493,Detroit,Select,2.1,180,"Restaurant, Pool",114.52,2,1980,2013,38.33,True,True,True,True
494,Hotel 494,Indianapolis,Longer Stays,1.8,197,"Spa, Free Breakfast",210.29,9,2014,1982,44.77,False,True,False,True
495,Hotel 495,Oklahoma City,Element by Westin,2.9,95,"Spa, Free Breakfast",210.24,1,1990,2005,22.21,True,True,False,True
496,Hotel 496,Sacramento,Marriott Hotels,2.4,64,"Pool, Gym, Free WiFi",414.85,7,2013,1987,27.24,False,False,False,False
497,Hotel 497,San Jose,Delta Hotels,3.3,202,"Gym, Free Parking",489.93,5,1995,1985,24.37,False,True,True,False
498,Hotel 498,Columbus,JW Marriott,1.3,271,"Restaurant, Pool",248.48,8,1988,1995,20.07,True,False,False,False
499,Hotel 499,Charlotte,Delta Hotels,4.9,255,"Gym, Free Parking",271.55,4,2011,2003,44.48,True,True,False,False
500,Hotel 500,New York,W Hotels,4.9,248,"Pool, Gym, Free WiFi",437.92,7,1994,2018,44.8,False,False,True,False
501,Hotel 501,Boston,Autograph Collection Hotels,3.8,66,"Pool, Gym, Free WiFi",207.26,5,1991,2009,17.46,False,True,False,False
502,Hotel 502,Sacramento,JW Marriott,3.1,175,"Gym, Free Parking",162.55,5,2012,1992,31.14,True,True,True,False
503,Hotel 503,Virginia Beach,Marriott Executive Apartments,2.2,285,"Restaurant, Pool",441.24,9,1993,1984,46.42,True,False,False,True
504,Hotel 504,Fort Worth,Fairfield by Marriott,4.3,133,"Business Center, Free WiFi",118.6,9,1987,2004,48.14,False,True,True,True
505,Hotel 505,San Diego,JW Marriott,3.7,277,"Pool, Gym, Free WiFi",347.88,9,1987,1999,25.94,True,True,False,False
506,Hotel 506,San Diego,TownePlace Suites,1.7,58,"Business Center, Free WiFi",324.8,6,2006,1997,23.19,False,False,False,True
507,Hotel 507,Portland,TownePlace Suites,4.6,215,"Restaurant, Pool",238.37,6,1991,1997,14.66,True,True,False,True
508,Hotel 508,Columbus,Le Méridien,4.3,225,"Business Center, Free WiFi",226.08,5,1980,1981,47.98,True,False,True,True
509,Hotel 509,Mesa,Fairfield by Marriott,4.8,298,"Pool, Gym, Free WiFi",408.74,9,2022,1989,8.0,True,True,False,True
510,Hotel 510,Seattle,Moxy Hotels,3.9,237,"Gym, Free Parking",134.57,10,2019,1991,29.41,False,False,True,True
511,Hotel 511,Fort Worth,Residence Inn,3.5,112,"Spa, Free Breakfast",194.71,8,2021,1992,14.84,True,False,True,False
512,Hotel 512,New York,Luxury,2.7,263,"Pool, Gym, Free WiFi",392.98,7,1990,1990,14.67,False,False,True,True
513,Hotel 513,Tucson,Residence Inn,4.7,295,"Gym, Free Parking",319.33,7,2018,1998,20.84,True,False,True,False
514,Hotel 514,Portland,Fairfield by Marriott,4.5,294,"Business Center, Free WiFi",151.2,6,2022,2014,49.94,False,True,False,False
515,Hotel 515,San Antonio,Select,1.2,166,"Gym, Free Parking",452.85,5,2010,2018,3.69,False,True,False,False
516,Hotel 516,Louisville,Premium,1.1,179,"Spa, Free Breakfast",257.38,4,1996,2005,29.35,True,False,False,True
517,Hotel 517,Mesa,SpringHill Suites,2.5,137,"Business Center, Free WiFi",431.15,3,2012,1993,5.05,False,True,True,False
518,Hotel 518,Mesa,Delta Hotels,4.2,121,"Restaurant, Pool",415.09,3,2011,2003,8.57,False,True,False,False
519,Hotel 519,Long Beach,Design Hotels,4.9,188,"Business Center, Free WiFi",349.77,6,2008,2020,22.54,False,True,True,False
520,Hotel 520,Baltimore,Westin,1.6,113,"Business Center, Free WiFi",297.79,4,2000,1980,26.01,False,False,True,False
521,Hotel 521,New York,TownePlace Suites,3.4,254,"Gym, Free Parking",491.82,6,2000,2022,13.68,True,True,True,True
522,Hotel 522,Fort Worth,Delta Hotels,2.5,258,"Pool, Gym, Free WiFi",157.99,3,2019,2001,16.51,True,True,False,False
523,Hotel 523,Albuquerque,Autograph Collection Hotels,4.9,121,"Restaurant, Pool",390.06,4,2002,2002,5.26,True,False,False,False
524,Hotel 524,Chicago,Element by Westin,4.4,70,"Spa, Free Breakfast",176.48,9,1985,1998,15.86,False,True,True,False
525,Hotel 525,Indianapolis,SpringHill Suites,4.4,67,"Gym, Free Parking",235.31,5,2001,1997,48.36,False,False,False,False
526,Hotel 526,Los Angeles,Element by Westin,2.9,271,"Pool, Gym, Free WiFi",223.48,7,2017,1991,47.29,True,False,False,True
527,Hotel 527,Austin,Premium,2.7,113,"Restaurant, Pool",478.81,10,2016,2007,17.41,True,False,True,False
528,Hotel 528,Washington D.C.,Luxury,2.1,131,"Pool, Gym, Free WiFi",486.94,2,1987,2007,28.97,False,True,True,False
529,Hotel 529,Portland,Marriott Vacation Club,1.2,159,"Business Center, Free WiFi",173.21,5,2020,2012,45.57,True,True,False,False
530,Hotel 530,Washington D.C.,Delta Hotels,4.5,288,"Pool, Gym, Free WiFi",108.81,9,2014,1998,1.3,True,False,True,False
531,Hotel 531,El Paso,Sheraton,4.3,144,"Business Center, Free WiFi",388.0,3,1990,2007,40.72,False,False,True,False
532,Hotel 532,Indianapolis,Design Hotels,5.0,215,"Gym, Free Parking",267.2,9,2003,2016,47.47,True,False,False,False
533,Hotel 533,Nashville,Select,5.0,81,"Pool, Gym, Free WiFi",135.54,6,2000,2005,5.47,False,False,False,True
534,Hotel 534,Detroit,Fairfield by Marriott,3.2,60,"Pool, Gym, Free WiFi",373.5,4,1981,2014,8.91,True,False,True,False
535,Hotel 535,Philadelphia,Courtyard by Marriott,4.1,94,"Spa, Free Breakfast",318.04,7,2019,2013,48.08,False,False,False,True
536,Hotel 536,Tucson,Delta Hotels,4.8,266,"Business Center, Free WiFi",492.21,8,1998,2014,27.34,False,True,True,True
537,Hotel 537,San Francisco,Marriott Hotels,4.4,82,"Gym, Free Parking",190.96,6,2018,2019,1.7,False,False,True,False
538,Hotel 538,Albuquerque,Boutique,2.0,151,"Spa, Free Breakfast",261.59,5,2007,1995,13.62,False,False,False,True
539,Hotel 539,Jacksonville,Courtyard by Marriott,2.8,218,"Spa, Free Breakfast",317.02,6,1996,2017,23.05,False,False,True,False
540,Hotel 540,Kansas City,The Luxury Collection,1.5,185,"Spa, Free Breakfast",416.68,5,1985,1992,34.95,True,True,True,True
541,Hotel 541,Milwaukee,Fairfield by Marriott,4.8,60,"Restaurant, Pool",319.54,8,1998,2002,36.92,True,True,True,False
542,Hotel 542,Albuquerque,W Hotels,3.4,263,"Pool, Gym, Free WiFi",345.16,1,2017,2001,49.78,True,True,False,True
543,Hotel 543,Atlanta,Courtyard by Marriott,1.9,228,"Spa, Free Breakfast",190.46,7,2007,1995,15.09,False,True,False,True
544,Hotel 544,San Diego,Delta Hotels,3.7,137,"Spa, Free Breakfast",438.77,10,1981,2007,27.37,True,False,False,False
545,Hotel 545,Columbus,Westin,3.5,90,"Business Center, Free WiFi",271.45,10,2017,2014,27.13,False,True,True,True
546,Hotel 546,Memphis,Luxury,2.4,194,"Pool, Gym, Free WiFi",156.38,2,2016,1987,20.88,False,False,True,True
547,Hotel 547,Nashville,TownePlace Suites,1.5,125,"Pool, Gym, Free WiFi",365.68,9,1983,2001,9.29,True,False,False,True
548,Hotel 548,Mesa,St. Regis,3.7,170,"Pool, Gym, Free WiFi",186.44,1,2001,2000,48.9,False,False,False,True
549,Hotel 549,Los Angeles,The Ritz-Carlton,3.1,95,"Gym, Free Parking",139.03,10,2005,2005,42.81,True,False,False,True
550,Hotel 550,Portland,Design Hotels,4.1,209,"Gym, Free Parking",444.79,6,2022,2019,25.42,False,False,True,False
551,Hotel 551,Washington D.C.,Courtyard by Marriott,3.1,256,"Spa, Free Breakfast",284.06,9,2015,2000,30.56,False,False,False,True
552,Hotel 552,Sacramento,Moxy Hotels,4.4,129,"Gym, Free Parking",399.71,1,1992,2004,12.14,True,True,True,True
553,Hotel 553,Detroit,Moxy Hotels,3.2,103,"Pool, Gym, Free WiFi",216.24,4,2011,2020,27.65,False,True,False,False
554,Hotel 554,Portland,Marriott Hotels,3.2,135,"Restaurant, Pool",414.79,4,1996,1980,35.05,True,True,True,False
555,Hotel 555,San Diego,St. Regis,4.5,141,"Pool, Gym, Free WiFi",144.77,9,2020,1985,26.24,False,True,True,False
556,Hotel 556,Indianapolis,Marriott Executive Apartments,2.6,197,"Spa, Free Breakfast",242.39,5,2015,2002,49.52,True,True,False,True
557,Hotel 557,Albuquerque,Premium,1.5,210,"Gym, Free Parking",491.22,5,1998,2002,30.96,False,False,True,True
558,Hotel 558,Portland,St. Regis,1.1,251,"Spa, Free Breakfast",417.6,6,2014,2022,19.18,True,True,False,True
559,Hotel 559,Seattle,Select,4.0,217,"Spa, Free Breakfast",298.9,1,2019,2022,38.84,True,True,True,True
560,Hotel 560,Tucson,Marriott Vacation Club,3.5,209,"Business Center, Free WiFi",235.91,1,2007,2002,9.35,False,True,True,False
561,Hotel 561,Dallas,Select,3.8,291,"Restaurant, Pool",448.85,9,1980,2011,19.84,True,False,False,False
562,Hotel 562,Los Angeles,Premium,1.9,146,"Gym, Free Parking",317.94,3,2021,2009,18.0,False,False,True,True
563,Hotel 563,Virginia Beach,Tribute Portfolio,1.5,51,"Business Center, Free WiFi",403.37,4,1997,1992,22.16,False,False,False,True
564,Hotel 564,Washington D.C.,The Ritz-Carlton,1.1,274,"Gym, Free Parking",401.64,1,2019,2022,39.31,True,True,False,True
565,Hotel 565,Fort Worth,Courtyard by Marriott,2.4,82,"Business Center, Free WiFi",107.18,9,2012,1997,24.72,True,True,False,True
566,Hotel 566,Albuquerque,The Ritz-Carlton,3.4,282,"Spa, Free Breakfast",150.5,8,1991,2002,39.91,True,True,True,False
567,Hotel 567,Kansas City,Element by Westin,2.6,254,"Restaurant, Pool",363.85,2,1987,1994,29.25,True,True,True,False
568,Hotel 568,Portland,JW Marriott,2.7,207,"Pool, Gym, Free WiFi",164.65,8,2003,2012,17.76,True,True,True,True
569,Hotel 569,Detroit,Delta Hotels,4.6,210,"Restaurant, Pool",202.2,7,1995,2000,40.69,False,False,False,False
570,Hotel 570,Long Beach,Marriott Hotels,2.4,126,"Pool, Gym, Free WiFi",478.66,6,1983,2018,12.68,True,True,False,True
571,Hotel 571,Phoenix,The Luxury Collection,3.1,165,"Restaurant, Pool",324.07,1,2017,2002,11.99,False,False,True,True
572,Hotel 572,Washington D.C.,Marriott Hotels,4.1,203,"Business Center, Free WiFi",400.29,7,2006,2006,25.72,True,True,True,False
573,Hotel 573,El Paso,JW Marriott,2.6,199,"Spa, Free Breakfast",323.19,10,1988,1997,13.78,True,False,False,True
574,Hotel 574,Detroit,Moxy Hotels,3.5,152,"Spa, Free Breakfast",321.01,7,1995,2003,1.45,True,False,True,False
575,Hotel 575,Virginia Beach,Sheraton,4.4,243,"Business Center, Free WiFi",137.66,9,1991,2019,32.77,False,False,False,True
576,Hotel 576,San Francisco,Le Méridien,4.8,215,"Restaurant, Pool",237.47,1,2010,2021,26.04,True,False,True,False
577,Hotel 577,Dallas,Le Méridien,1.6,152,"Business Center, Free WiFi",212.97,2,2003,1986,22.83,False,True,False,True
578,Hotel 578,Milwaukee,Le Méridien,4.7,139,"Gym, Free Parking",256.29,9,1993,1999,48.38,False,True,True,False
579,Hotel 579,Charlotte,Luxury,3.0,223,"Restaurant, Pool",419.34,9,2004,2006,28.99,False,True,True,True
580,Hotel 580,Seattle,W Hotels,2.0,171,"Business Center, Free WiFi",248.77,6,2013,1985,43.31,True,False,False,True
581,Hotel 581,Seattle,The Ritz-Carlton,2.8,291,"Gym, Free Parking",280.68,6,1982,2006,7.83,False,True,False,False
582,Hotel 582,El Paso,The Ritz-Carlton,4.9,192,"Restaurant, Pool",258.95,4,2003,1988,28.89,True,True,False,True
583,Hotel 583,Oklahoma City,Sheraton,3.0,275,"Restaurant, Pool",137.36,4,2021,2010,43.53,False,True,True,False
584,Hotel 584,Boston,Moxy Hotels,2.3,155,"Business Center, Free WiFi",276.43,5,1988,2000,29.57,True,True,False,False
585,Hotel 585,San Francisco,Longer Stays,3.5,168,"Restaurant, Pool",178.24,3,2005,2005,36.18,False,False,False,True
586,Hotel 586,Columbus,Autograph Collection Hotels,2.0,221,"Business Center, Free WiFi",174.69,1,1999,2019,19.23,True,False,True,True
587,Hotel 587,Boston,Le Méridien,1.3,98,"Gym, Free Parking",137.61,1,2019,1992,5.53,True,True,False,True
588,Hotel 588,Long Beach,Marriott Hotels,1.5,153,"Spa, Free Breakfast",242.67,7,1989,2002,23.44,True,True,False,True
589,Hotel 589,Kansas City,SpringHill Suites,1.5,252,"Gym, Free Parking",402.99,1,1998,1999,20.33,False,True,False,False
590,Hotel 590,Washington D.C.,Design Hotels,1.6,110,"Business Center, Free WiFi",210.58,1,1982,2016,43.49,False,False,True,True
591,Hotel 591,Houston,Marriott Hotels,1.6,244,"Spa, Free Breakfast",224.94,3,2003,2007,12.96,True,False,True,True
592,Hotel 592,Las Vegas,Fairfield by Marriott,3.6,172,"Spa, Free Breakfast",357.07,10,1984,1996,48.37,False,False,True,True
593,Hotel 593,Dallas,Sheraton,1.7,183,"Restaurant, Pool",178.34,4,1982,2007,47.95,False,True,False,False
594,Hotel 594,San Jose,Luxury,2.4,58,"Gym, Free Parking",458.78,4,2006,2020,13.13,False,False,True,True
595,Hotel 595,Albuquerque,Fairfield by Marriott,4.6,55,"Business Center, Free WiFi",308.08,2,1995,1981,18.05,False,False,False,False
596,Hotel 596,San Antonio,The Ritz-Carlton,2.9,122,"Gym, Free Parking",279.04,1,1994,2004,44.88,False,False,False,True
597,Hotel 597,Los Angeles,Design Hotels,3.7,152,"Business Center, Free WiFi",323.13,3,2014,2020,48.36,False,False,False,False
598,Hotel 598,Milwaukee,The Ritz-Carlton,1.7,272,"Restaurant, Pool",166.41,4,1991,1985,22.73,False,False,True,True
599,Hotel 599,Long Beach,Marriott Executive Apartments,1.8,209,"Spa, Free Breakfast",345.39,3,2020,1990,16.73,True,True,True,True
600,Hotel 600,Jacksonville,The Luxury Collection,1.2,90,"Pool, Gym, Free WiFi",245.24,8,2005,2017,26.78,True,True,False,False
601,Hotel 601,Virginia Beach,SpringHill Suites,1.7,163,"Pool, Gym, Free WiFi",458.87,10,2013,1985,34.7,False,True,False,True
602,Hotel 602,Denver,The Luxury Collection,2.1,253,"Spa, Free Breakfast",167.54,1,2002,1990,14.4,True,True,True,True
603,Hotel 603,San Jose,AC Hotels,1.7,57,"Pool, Gym, Free WiFi",302.82,2,2010,1993,37.09,True,False,True,True
604,Hotel 604,Albuquerque,W Hotels,1.4,121,"Spa, Free Breakfast",339.25,7,1999,1981,3.53,True,True,True,False
605,Hotel 605,Kansas City,TownePlace Suites,1.5,227,"Pool, Gym, Free WiFi",113.35,4,1991,2019,3.42,False,True,False,True
606,Hotel 606,San Diego,SpringHill Suites,2.8,141,"Spa, Free Breakfast",245.48,8,2002,1982,19.93,False,True,True,False
607,Hotel 607,Phoenix,Marriott Vacation Club,1.8,111,"Restaurant, Pool",393.05,3,1983,2014,18.32,False,False,True,False
608,Hotel 608,Denver,Luxury,2.5,133,"Restaurant, Pool",428.15,6,2002,2012,16.47,False,True,True,False
609,Hotel 609,Fort Worth,JW Marriott,3.0,111,"Spa, Free Breakfast",225.26,9,1980,2003,25.06,False,False,False,True
610,Hotel 610,Seattle,The Ritz-Carlton,3.8,160,"Spa, Free Breakfast",419.44,1,2004,1998,16.72,True,False,True,False
611,Hotel 611,Albuquerque,Select,1.2,176,"Restaurant, Pool",487.1,1,1981,1997,10.42,False,False,False,False
612,Hotel 612,Tucson,Autograph Collection Hotels,4.2,56,"Pool, Gym, Free WiFi",442.75,8,2009,2003,16.16,True,True,False,True
613,Hotel 613,Jacksonville,The Ritz-Carlton,3.5,252,"Restaurant, Pool",147.06,3,1982,2014,48.77,False,False,False,False
614,Hotel 614,Phoenix,Element by Westin,1.3,133,"Restaurant, Pool",395.89,5,2000,1980,21.14,True,True,True,False
615,Hotel 615,Chicago,Moxy Hotels,4.5,257,"Gym, Free Parking",227.87,1,2004,2015,22.79,False,True,True,True
616,Hotel 616,Virginia Beach,TownePlace Suites,4.7,181,"Restaurant, Pool",495.37,5,1999,2004,29.25,False,True,True,True
617,Hotel 617,Charlotte,AC Hotels,1.2,183,"Business Center, Free WiFi",294.14,6,2001,2022,49.18,False,False,False,False
618,Hotel 618,Memphis,Westin,2.1,107,"Pool, Gym, Free WiFi",148.97,8,2000,2013,12.84,False,False,True,True
619,Hotel 619,Long Beach,Boutique,4.2,71,"Gym, Free Parking",390.07,3,2012,2004,34.38,False,True,False,True
620,Hotel 620,Jacksonville,Autograph Collection Hotels,4.0,203,"Spa, Free Breakfast",229.2,3,2017,1995,36.08,False,False,True,True
621,Hotel 621,Memphis,Gaylord Hotels,1.7,176,"Business Center, Free WiFi",498.83,10,1994,2013,30.76,True,False,True,False
622,Hotel 622,Atlanta,Delta Hotels,1.8,52,"Restaurant, Pool",491.91,9,1994,2008,5.34,False,False,True,False
623,Hotel 623,El Paso,Select,2.5,176,"Spa, Free Breakfast",362.45,4,2004,1998,34.17,True,True,True,True
624,Hotel 624,Indianapolis,St. Regis,2.9,90,"Restaurant, Pool",151.93,4,2000,2002,4.14,False,False,False,False
625,Hotel 625,Washington D.C.,Autograph Collection Hotels,3.5,237,"Business Center, Free WiFi",374.74,7,2003,1998,30.21,True,False,False,True
626,Hotel 626,Virginia Beach,The Luxury Collection,2.5,155,"Business Center, Free WiFi",137.21,2,1984,2004,37.24,True,True,False,True
627,Hotel 627,San Antonio,Fairfield by Marriott,2.9,63,"Business Center, Free WiFi",111.75,8,1985,1995,11.34,True,False,False,True
628,Hotel 628,Tucson,Le Méridien,4.0,252,"Pool, Gym, Free WiFi",429.18,6,2022,1988,42.24,True,True,True,True
629,Hotel 629,Nashville,Gaylord Hotels,1.1,259,"Business Center, Free WiFi",183.9,3,2002,1980,2.49,True,False,False,True
630,Hotel 630,Philadelphia,Courtyard by Marriott,2.0,295,"Business Center, Free WiFi",251.61,9,1983,2021,42.35,True,False,False,False
631,Hotel 631,Jacksonville,The Ritz-Carlton,3.9,61,"Restaurant, Pool",489.38,5,2006,1998,23.56,False,False,False,False
632,Hotel 632,Philadelphia,Fairfield by Marriott,4.6,136,"Spa, Free Breakfast",234.74,8,1997,2012,11.66,True,False,True,False
